insert;seq;offset;largura;coluna;ref_notice;formato;nome_notice;ancora_spool;confianca;oraculo;exemplos;expressao_spool
7;;4591;2;P1_28_3;P1 28.3;ALPHA;Nature du financement;;FILLER;vazio;;RPAD(' ', 2 )
7;;4593;2;P1_28_4;P1 28.4;ALPHA;Type d'origination opération à effet de levie;;FILLER;vazio;;RPAD(' ', 2 )
7;;4595;20;P1_28_5;P1 28.5;ALPHA;Type clause contrat covenant;;FILLER;vazio;;RPAD(' ', 20 )
7;;4615;10;P1_28_6;P1 28.6;ALPHA;Identifiant local du tiers sponsor financier;;FILLER;vazio;;RPAD(' ', 10 )
7;;4625;15;P1_28_7;P1 28.7;ALPHA;Identifiant central du tiers sponsor financie;;FILLER;vazio;;RPAD(' ', 15 )
7;;4640;19;P1_28_8;P1 28.8;NUM;Ratio de levier de l'opération à l'originatio;;FILLER;vazio;;RPAD (' ', 19)
7;;4659;3;P1_28_9;P1 28.9;NUM;Montant de la part de la prise ferme du monta;;FILLER;vazio;;RPAD (' ', 3)
7;;4662;19;P1_28_10;P1 28.10;ALPHA;Devise du montant de la part de la prise ferm;;FILLER;vazio;;RPAD(' ', 19 )
7;;4681;3;P1_28_11;P1 28.11;NUM;Montant de la part à syndiquer du montant du ;;FILLER;vazio;;RPAD (' ', 3)
7;;4684;19;P1_28_12;P1 28.12;ALPHA;Devise du montant de la part à syndiquer du m;;FILLER;vazio;;RPAD(' ', 19 )
7;;4703;3;P1_28_13;P1 28.13;NUM;Montant de la part à syndiquer non cédé;;FILLER;vazio;;RPAD (' ', 3)
7;99;4706;3;P1_28_14;P1 28.14;ALPHA;Devise du montant de la part à syndiquer non ;;BAIXA;ok; EU;'EUR'
7;100;4709;12;P1_50_1;P1 50.1;ALPHA;Devise de liasse de l'entité;;BAIXA;ok;RA5171100    / RA5231100   ;RPAD(NVL(C_ENR.PCEC_MNT_RISQUE, ' '), 12)
7;101;4721;19;P1_50_2;P1 50.2;ALPHA;PCCO - Montant du principal 1;;BAIXA;ok; +00000000000000000 /  +00000000000000150;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_RISQUE),19)
7;;4740;12;P1_50_3;P1 50.3;NUM;Montant du principal 1;;FILLER;ok;0            / 1           ;RPAD(' ',12)
7;;4752;19;P1_50_4;P1 50.4;ALPHA;PCCO - Montant du principal 2;;FILLER;vazio;;RPAD(' ',19)
7;102;4771;12;P1_50_5;P1 50.5;NUM;Montant du principal 2;;BAIXA;incoerente; A5177100    /  A5237100   ;RPAD(NVL(C_ENR.PCEC_ICNE, ' '), 12)
7;103;4783;19;P1_50_8;P1 50.8;ALPHA;PCCO - Montant des Dettes et créances rattach;;BAIXA;ok; +00000000000000000 /  +00000000000000085;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_ICNE),19)
7;;4802;12;P1_50_9;P1 50.9;NUM;Montant des Dettes et créances rattachées;;FILLER;ok;0            / 1           ;RPAD(' ',12)
7;;4814;19;P1_50_14;P1 50.14;ALPHA;PCCO - Montant Marge initiale - Fonds de défa;;FILLER;vazio;;RPAD(' ',19)
7;;4833;12;P1_50_15;P1 50.15;NUM;Montant Marge initiale - Fonds de défaut;;FILLER;vazio;;RPAD(' ',12)
7;;4845;19;P1_50_16;P1 50.16;ALPHA;PCCO - Montant Marge variable;;FILLER;vazio;;RPAD(' ',19)
7;;4864;12;P1_50_17;P1 50.17;NUM;Montant Marge variable;;FILLER;vazio;;RPAD(' ',12)
7;;4876;19;P1_50_18;P1 50.18;ALPHA;PCCO - Montant Impacts JV;;FILLER;vazio;;RPAD(' ',19)
7;;4895;2;P1_50_19;P1 50.19;NUM;Montant Impacts JV;P1 21.22;FILLER;vazio;;RPAD(' ',2)
7;;4897;8;P1_21_22;P1 21.22;ALPHA;Motif du moratoire;P1 21.23;FILLER;vazio;;RPAD(' ',8)
7;;4905;6;P1_21_23;P1 21.23;DATE;Date de début du moratoire;P1 21.29;FILLER;vazio;;RPAD(' ',6)
7;;4911;2;P1_21_29;P1 21.29;NUM;Durée du moratoire;P1 21.25;FILLER;vazio;;RPAD(' ',2)
7;;4913;1;P1_21_25;P1 21.25;ALPHA;Statut du moratoire;P1 21.26;FILLER;vazio;;RPAD(' ',1)
7;;4914;1;P1_21_26;P1 21.26;ALPHA;Indicateur de moratoire législatif;P1 21.27;FILLER;vazio;;RPAD(' ',1)
7;;4915;2;P1_21_27;P1 21.27;ALPHA;Indicateur de moratoire contractuel;P1 21.28;FILLER;vazio;;RPAD(' ',2)
7;;4917;19;P1_21_28;P1 21.28;ALPHA;Champ d'application du moratoire;P1 21.30;FILLER;vazio;;RPAD(' ',19)
7;;4936;3;P1_21_30;P1 21.30;NUM;Montant des échéances reportées;P1 21.31;FILLER;vazio;;RPAD(' ',3)
7;;4939;15;P1_21_31;P1 21.31;ALPHA;Devise du montant des échéances reportées;P1 21.32;FILLER;vazio;;RPAD(' ',15)
7;;4954;3;P1_21_32;P1 21.32;ALPHA;Méthode de convention des taux sans risque (R;P1 21.33;FILLER;vazio;;RPAD(' ',3)
7;;4957;12;P1_21_33;P1 21.33;ALPHA;Durée de convention des taux sans risque (RFR;P1 15;FILLER;vazio;;RPAD(' ',12)
7;;4969;12;P1_15;P1 15;ALPHA;Numéro de compte local (PCI) de l'encours;P1 16;FILLER;vazio;;RPAD(' ',12)
7;;4981;12;P1_16;P1 16;ALPHA;Numéro de compte PCCA de l'encours en norme I;P1 14;FILLER;vazio;;RPAD(' ',12)
7;;4993;12;P1_14;P1 14;ALPHA;Numéro de compte PCCA de l'encours en NF;P1 50.20;FILLER;vazio;;RPAD(' ',12)
7;;5005;19;P1_50_20;P1 50.20;ALPHA;PCCO - Montant du principal 3;P1 50.21;FILLER;vazio;;RPAD(' ',19)
7;;5024;1;P1_50_21;P1 50.21;NUM;Montant du principal 3;P1 21.34;FILLER;vazio;;RPAD(' ',1)
7;;5025;1;P1_21_34;P1 21.34;ALPHA;Indicateur de créance titrisable;P1 21.35;FILLER;vazio;;RPAD(' ',1)
7;;5026;19;P1_21_35;P1 21.35;ALPHA;Indicateur de créance pour émission de covere;P1 21.36;FILLER;vazio;;RPAD(' ',19)
7;;5045;3;P1_21_36;P1 21.36;NUM;Montants liquidatifs estimés;P1 21.37;FILLER;vazio;;RPAD(' ',3)
7;;5048;10;P1_21_37;P1 21.37;ALPHA;Devise des montants liquidatifs estimés;P1 21.47;FILLER;vazio;;RPAD(' ',10)
7;;5058;7;P1_21_47;P1 21.47;NUM;Pondération Bâloise de l'engagement pour le c;P1 21.48;FILLER;vazio;;RPAD(' ',7)
7;;5065;19;P1_21_48;P1 21.48;ALPHA;Méthode de titrisation pour le calcul de l'Ou;P1 21.49;FILLER;vazio;;RPAD(' ',19)
7;;5084;3;P1_21_49;P1 21.49;NUM;Montant des ajustements de risques pondérés l;P1 21.50;FILLER;vazio;;RPAD(' ',3)
7;;5087;19;P1_21_50;P1 21.50;ALPHA;Devise du montant des ajustements de risques ;P1 21.51;FILLER;vazio;;RPAD(' ',19)
7;;5106;3;P1_21_51;P1 21.51;NUM;Montant de RWA supplémentaire pour non-confor;P1 21.52;FILLER;vazio;;RPAD(' ',3)
7;;5109;19;P1_21_52;P1 21.52;ALPHA;Devise du montant de RWA supplémentaire pour ;P1 21.53;FILLER;vazio;;RPAD(' ',19)
7;;5128;3;P1_21_53;P1 21.53;NUM;Montant du gain RWA obtenu par le CAP sur la ;P1 21.54;FILLER;vazio;;RPAD(' ',3)
7;;5131;1;P1_21_54;P1 21.54;ALPHA;Devise du gain RWA obtenu par le CAP sur la p;P1 21.44;FILLER;vazio;;RPAD(' ',1)
7;;5132;1;P1_21_44;P1 21.44;ALPHA;Indicateur d'exposition de qualité élevée;P1 21.45;FILLER;vazio;;RPAD(' ',1)
7;104;5133;1;P1_21_45;P1 21.45;ALPHA;Indicateur de la phase opérationnelle du proj;P1 21.46;BAIXA;ok;N / Y;RPAD(NVL(C_ENR.IND_CONF_CRIT_OPE,' '),1)
7;105;5134;1;P1_21_46;P1 21.46;ALPHA;Indicateur de conformité des critères opérati;P1 21.38;BAIXA;ok;Y;RPAD(NVL(C_ENR.IND_IPRE,' '),1)
7;106;5135;1;P1_21_38;P1 21.38;ALPHA;Indicateur d'exposition garantie par un bien ;P1 21.39;BAIXA;ok;N / Y;RPAD(NVL(C_ENR.IND_EXPO_ADC,' '),1)
7;107;5136;1;P1_21_39;P1 21.39;ALPHA;Indicateur d'exposition sur acquisition, déve;P1 21.40;BAIXA;ok;N;RPAD(NVL(C_ENR.IND_REAL_COND_PONDERATION_PREFE,' '),1)
7;;5137;1;P1_21_40;P1 21.40;ALPHA;Réalisation des conditions de pondération pré;P1 21.41;FILLER;ok;1;RPAD(' ',1)
7;;5138;1;P1_21_41;P1 21.41;ALPHA;Indicateur de dépôt en espèces substantiel;P1 21.42;FILLER;vazio;;RPAD(' ',1)
7;;5139;15;P1_21_42;P1 21.42;ALPHA;Indicateur d'apport en fonds propres substant;P1 21.43;FILLER;ok; +0000000000000 /  +0001200000000;RPAD(' ',15)
7;;5154;1;P1_21_43;P1 21.43;NUM;Ratio prudentiel d'Exposition/valeur (ETV);P1 21.56;FILLER;ok;0;RPAD(' ',1)
7;;5155;1;P1_21_56;P1 21.56;ALPHA;Indicateur Intention de revente à court terme;P1 21.57;FILLER;vazio;;RPAD(' ',1)
7;;5156;1;P1_21_57;P1 21.57;ALPHA;Indicateur d'investissement en Capital Risque;P1 21.58;FILLER;vazio;;RPAD(' ',1)
7;;5157;1;P1_21_58;P1 21.58;ALPHA;Indicateur d'investissement dans un programme;P1 21.59;FILLER;vazio;;RPAD(' ',1)
7;;5158;15;P1_21_59;P1 21.59;ALPHA;Indicateur de participation stratégique depui;P1 21.60;FILLER;vazio;;RPAD(' ',15)
7;;5173;10;P1_21_60;P1 21.60;NUM;Taux historique de pondération de la particip;P1 21.61;FILLER;vazio;;RPAD(' ',10)
7;;5183;10;P1_21_61;P1 21.61;NUM;Perte en cas de défaut (LGD) de la part d'enc;P1 21.62;FILLER;vazio;;RPAD(' ',10)
7;;5193;19;P1_21_62;P1 21.62;NUM;Perte en cas de défaut (LGD) de la part d'enc;P1 21.63;FILLER;vazio;;RPAD(' ',19)
7;;5212;3;P1_21_63;P1 21.63;NUM;Montant d'encours pour la partie couverte par;P1 21.64;FILLER;vazio;;RPAD(' ',3)
7;;5215;5;P1_21_64;P1 21.64;ALPHA;Devise du montant d'encours pour la partie co;P1 21.65;FILLER;vazio;;RPAD(' ',5)
7;108;5220;1;P1_21_65;P1 21.65;ALPHA;Entité juridique de rattachement du contrat d;P1 21.66;BAIXA;vazio;;RPAD(NVL(C_ENR.IND_UCC,' '),1)
7;;5221;1;P1_21_66;P1 21.66;ALPHA;Indicateur d'engagement hors bilan annulable ;P1 21.67;FILLER;ok;N;RPAD(' ',1)
7;109;5222;1;P1_21_67;P1 21.67;ALPHA;Indicateur de l'application de l'approche par;P1 21.68;BAIXA;vazio;;RPAD(NVL(C_ENR.NIV_RISQUE_CRR3,' '),1)
7;110;5223;12;P1_21_68;P1 21.68;ALPHA;Niveau de risque CRR3;P1 21.55;ALTA;ok; NA011       /  NA021      ;RPAD(NVL(C_ENR.CD_NAT_OPE_ENG_CALC_FLOOR,' '),12)
7;;5235;1;P1_21_55;P1 21.55;ALPHA;NATure d'Opération de l'engagement pour le ca;P1 21.69;FILLER;vazio;;RPAD(' ',1)
7;;5236;20;P1_21_69;P1 21.69;ALPHA;Indicateur de calcul de l'ajustement de l'éva;P1 21.89;FILLER;vazio;;RPAD(' ',20)
7;;5256;10;P1_21_89;P1 21.89;ALPHA;Identifiant local du client de l'intermédiair;P1 21.90;FILLER;vazio;;RPAD(' ',10)
7;111;5266;1;P1_21_90;P1 21.90;ALPHA;Identifiant central du client de l'intermédia;P1 8.13;BAIXA;vazio;;RPAD(NVL(C_ENR.USAGE_BIEN_FINANCE,' '),1)
7;;5267;40;P1_8_13;P1 8.13;ALPHA;Usage du bien immobilier financé;P1 21.71;FILLER;ok;0                                        / 2ARGENTON LES VALLEES                   ;RPAD(' ',40)
7;;5307;40;P1_21_71;P1 21.71;ALPHA;Lieu d'investissement du bien principal finan;P1 21.72;FILLER;ok; 10 RUE ANDRE CITROEN                    /  16 AV DU GENERAL DE GAULLE             ;RPAD(' ',40)
7;;5347;40;P1_21_72;P1 21.72;ALPHA;Lieu d'investissement du bien principal finan;P1 21.73;FILLER;ok; CABINET VETERINAIRE                     /  PA DE LA BAYONNE                       ;RPAD(' ',40)
7;;5387;40;P1_21_73;P1 21.73;ALPHA;Lieu d'investissement du bien principal finan;P1 21.74;FILLER;ok; 10 RUE ANDRE CITROEN                    /  16 AV DU GENERAL DE GAULLE             ;RPAD(' ',40)
7;;5427;40;P1_21_74;P1 21.74;ALPHA;Lieu d'investissement du bien principal finan;P1 21.75;FILLER;ok; 10 RUE ANDRE CITROEN                    /  16 AV DU GENERAL DE GAULLE             ;RPAD(' ',40)
7;;5467;40;P1_21_75;P1 21.75;ALPHA;Lieu d'investissement du bien principal finan;P1 21.76;FILLER;vazio;;RPAD(' ',40)
7;;5507;11;P1_21_76;P1 21.76;ALPHA;Lieu d'investissement du bien principal finan;P1 21.77;FILLER;ok; +43.627931 /  +44.970199;RPAD(' ',11)
7;;5518;12;P1_21_77;P1 21.77;NUM;Lieu d'investissement du bien principal finan;P1 21.78;FILLER;incoerente;0+000.526142 / 4+000.220485;RPAD(' ',12)
7;;5530;1;P1_21_78;P1 21.78;NUM;Lieu d'investissement du bien principal finan;P1 21.94;FILLER;ok;0 / 1;RPAD(' ',1)
7;;5531;2;P1_21_94;P1 21.94;ALPHA;Indicateur d'actif liquide de haute qualité (;P1 21.95;FILLER;vazio;;RPAD(' ',2)
7;;5533;1;P1_21_95;P1 21.95;ALPHA;Niveau de l'actif liquide de haute qualité (H;P1 21.79;FILLER;vazio;;RPAD(' ',1)
7;;5534;3;P1_21_79;P1 21.79;ALPHA;Indicateur Titre de Participation;P1 21.80;FILLER;vazio;;RPAD(' ',3)
7;;5537;10;P1_21_80;P1 21.80;ALPHA;Classification comptable de l'élément couvert;P1 21.81;FILLER;ok; +00000000 /  +00131562;RPAD(' ',10)
7;;5547;10;P1_21_81;P1 21.81;NUM;DSCR (ratio de couverture des charges d'empru;P1 21.82;FILLER;incoerente;0+00000000 / 7+10002261;RPAD(' ',10)
7;;5557;15;P1_21_82;P1 21.82;NUM;DSCR (ratio de couverture des charges d'empru;P1 21.83;FILLER;ok;0              ;RPAD(' ',15)
7;;5572;15;P1_21_83;P1 21.83;NUM;Ratio de couverture des intérêts (ICR) revalo;P1 21.84;FILLER;vazio;;RPAD(' ',15)
7;;5587;15;P1_21_84;P1 21.84;NUM;Ratio prêts-coûts (LTC) à l'octroi;P1 21.85;FILLER;vazio;;RPAD(' ',15)
7;112;5602;1;P1_21_85;P1 21.85;NUM;Taux de précommercialisation / prélocation à ;P1 21.86;BAIXA;vazio;;RPAD(NVL(C_ENR.CD_TYPE_BIEN_COMM,' '),1)
7;113;5603;1;P1_21_86;P1 21.86;ALPHA;Type de bien commercial;P1 21.87;BAIXA;ok;2 / 3;RPAD(NVL(C_ENR.CD_EMPLACE_BIEN_COMM,' '),1)
7;114;5604;1;P1_21_87;P1 21.87;ALPHA;Emplacement du bien immobilier commercial;P1 21.88;BAIXA;ok;2;RPAD(NVL(C_ENR.IND_OPE_AVEC_RECOURS,' '),1)
7;;5605;19;P1_21_88;P1 21.88;ALPHA;Indicateur d'opération avec recours;P1 21.91;FILLER;ok;N                   / Y                  ;RPAD(' ',19)
7;;5624;3;P1_21_91;P1 21.91;NUM;Montant des variations cumulées de la juste v;P1 21.92;FILLER;vazio;;RPAD(' ',3)
7;;5627;5;P1_21_92;P1 21.92;ALPHA;Devise du montant des variations cumulées de ;P1 21.93;FILLER;vazio;;RPAD(' ',5)
7;;5632;20;P1_21_93;P1 21.93;ALPHA;Numéro du dernier billet financier apériodiqu;P1 31.51;FILLER;vazio;;RPAD(' ',20)
7;;5652;19;P1_31_51;P1 31.51;ALPHA;Identifiant du contrat maître en responsabili;P1 31.52;FILLER;vazio;;RPAD(' ',19)
7;;5671;3;P1_31_52;P1 31.52;NUM;Montant en responsabilité solidaire;P1 31.53;FILLER;vazio;;RPAD(' ',3)
7;115;5674;24;P1_31_53;P1 31.53;ALPHA;Devise du montant en responsabilité solidaire;;BAIXA;vazio;;LPAD(' ', 24)
8;1;0;8;P1_H_0_1;0.1 (P1);DATE;Date d'arrêté;;MEDIA;ok;20250630;RPAD(TO_CHAR(C_ENR.DT_ARRETE,'YYYYMMDD'),8,' ')
8;2;8;5;P1_H_0_2;0.2 (P1);ALPHA;Entité Porteuse de Risques;;MEDIA;ok;00357 / 00370;RPAD(NVL(C_ENR.CD_CONSO_CPT,' '),5,' ')
8;3;13;12;P1_H_0_3;0.3 (P1);ALPHA;Application source;;MEDIA;ok;C_BTR       ;RPAD('C_DDR',12,' ')
8;4;25;1;P1_H_0_4;0.4 (P1);ALPHA;Fréquence de transmission;;MEDIA;ok;M;'M'
8;5;26;12;P1_H_0_5;0.5 (P1);ALPHA;Date et Heure de traitement;;MEDIA;ok;202608241214;:MASYSDATE
8;6;38;2;P1_H_0_6;0.6 (P1);ALPHA;Type d'enregistrement;;MEDIA;ok;P1;'P1'
8;;40;1;P1_H_0_7;0.7 (P1);ALPHA;Nature de flux (Zone réservée DRG);;FILLER;vazio;;RPAD(' ',1)
8;;41;2;P1_H_0_8;0.8 (P1);ALPHA;Centre de Responsabilité Comptable (Zone rése;;FILLER;vazio;;RPAD(' ',2)
8;;43;7;P1_H_0_9;0.9 (P1);ALPHA;Unité d'exploitation (Zone réservée CACIB);;FILLER;vazio;;RPAD(' ',7)
8;7;50;20;P1_H_1_1;1.1 (P1);ALPHA;Identifiant local du tiers en risque;;MEDIA;ok;EN1001720            / EN100438            ;RPAD(NVL(C_ENR.ID_TIERS_CALC,' '),20,' ')
8;;70;10;P1_H_1_2;1.2 (P1);ALPHA;Identifiant central du tiers en risque;;FILLER;vazio;;RPAD(' ', 10)
8;8;80;30;P1_H_1_4;1.4 (P1);ALPHA;Référence de l'Autorisation Mise En Place;;MEDIA;ok;F1-*0019                       / F1200622-M0                   ;RPAD(NVL(C_ENR.ID_AUTORISATION,' '),30,' ')
8;9;110;30;P1_H_1_6;1.6 (P1);ALPHA;Référence de la ligne de détail de l'Autorisa;;MEDIA;ok;F2-*0019                       / F2200622-M0                   ;RPAD(NVL(C_ENR.ID_LIGNE_DET ,' '),30,' ')
8;;140;40;P1_H_1_8;1.8 (P1);ALPHA;Identifiant de la sûreté reçue;;FILLER;vazio;;RPAD(' ',40)
8;10;180;40;P1_H_1_11;1.11 (P1);ALPHA;Identifiant de l'engagement;;MEDIA;ok;200622VM0_C                              / 202878FN0_C                             ;RPAD(NVL(C_ENR.ID_ENGAGEMENT,' '),40,' ')
8;;220;40;P1_H_1_16;1.16 (P1);ALPHA;Référence de la provision sur tiers;;FILLER;vazio;;RPAD(' ',40)
8;;260;20;P1_H_1_99;1.99 (P1);ALPHA;Filler;;FILLER;vazio;;RPAD(' ',20)
8;11;280;7;P1_1_1;P1 1.1;ALPHA;Méthodologie Bâloise;;MEDIA;ok;STD    ;RPAD(NVL(C_ENR.CD_METHODO_BALE2,' '),7,' ')
8;12;287;2;P1_1_2;P1 1.2;ALPHA;Traitement moteur bâlois;;MEDIA;ok;07;RPAD(NVL(C_ENR.CODE_TRAIT_MOTEUR,' '),2,' ')
8;13;289;1;P1_4_34;P1 4.34;ALPHA;Traitement GRR;;MEDIA;ok;Y;RPAD(NVL(C_ENR.CODE_TRAIT_GRR,' '),1,' ')
8;14;290;6;P1_2_0;P1 2.0;ALPHA;Type de risque;;MEDIA;ok;TRE401 / TRE501;RPAD(NVL(C_ENR.CD_TYPE_RISQUE,' '),6,' ')
8;15;296;1;P1_2_4;P1 2.4;ALPHA;Portefeuille de booking Intention de Gestion;;MEDIA;ok;B;RPAD(NVL(C_ENR.CD_PORTEFEUILLE_BOOKING,' '),1,' ')
8;16;297;5;P1_2_6;P1 2.6;ALPHA;Ligne Métier;;MEDIA;ok;MLE00;RPAD(NVL(C_ENR.CD_LIGNE_METIER,' '),5,' ')
8;17;302;3;P1_2_18;P1 2.18;ALPHA;Portefeuille Bâle Opération;;MEDIA;ok;061 / 900;RPAD(NVL(C_ENR.CD_PORTEFEUILLE_BALE2,' '),3,' ')
8;18;305;12;P1_2_29;P1 2.29;ALPHA;NATure d'Opération de l'engagement;;MEDIA;ok;NA011        / NA021       ;RPAD(NVL(C_ENR.CD_NATURE_OPE,' '),12,' ')
8;19;317;8;P1_3_2;P1 3.2;DATE;Date de début de l'engagement;;MEDIA;ok;20081203 / 20120130;RPAD(TO_CHAR(C_ENR.DT_DEBUT_ENG,'YYYYMMDD'),8,' ')
8;20;325;8;P1_3_4;P1 3.4;DATE;Date de fin de l'engagement;;MEDIA;ok;20250630 / 20250714;RPAD(TO_CHAR(C_ENR.DT_FIN_ENG,'YYYYMMDD'),8,' ')
8;;333;1;P1_16_6;P1 16.6;NUM;Pondération Bâloise de l'engagement (%);;FILLER;vazio;;RPAD(' ',1)
8;;334;4;P1_16_6;P1 16.6;NUM;Pondération Bâloise de l'engagement (%);;FILLER;vazio;;RPAD(' ',4)
8;;338;5;P1_16_6;P1 16.6;NUM;Pondération Bâloise de l'engagement (%);;FILLER;vazio;;RPAD(' ',5)
8;;343;1;P1_18_1;P1 18.1;NUM;Loss Given Default (LGD);;FILLER;incoerente;+;RPAD(' ',1)
8;;344;4;P1_18_1;P1 18.1;NUM;Loss Given Default (LGD);;FILLER;ok;0000;RPAD(' ',4)
8;;348;5;P1_18_1;P1 18.1;NUM;Loss Given Default (LGD);;FILLER;ok;00000;RPAD(' ',5)
8;;353;1;P1_18_10;P1 18.10;NUM;Crédit Conversion Factor (CCF);;FILLER;incoerente;+;RPAD(' ',1)
8;;354;4;P1_18_10;P1 18.10;NUM;Crédit Conversion Factor (CCF);;FILLER;ok;0000;RPAD(' ',4)
8;;358;5;P1_18_10;P1 18.10;NUM;Crédit Conversion Factor (CCF);;FILLER;ok;00000;RPAD(' ',5)
8;;363;1;P1_18_5;P1 18.5;NUM;Montant de l'Exposition en cas de Défaut (EAD;;FILLER;incoerente;+;RPAD(' ',1)
8;;364;16;P1_18_5;P1 18.5;NUM;Montant de l'Exposition en cas de Défaut (EAD;;FILLER;ok;0000000000000000;RPAD(' ',16)
8;;380;2;P1_18_5;P1 18.5;NUM;Montant de l'Exposition en cas de Défaut (EAD;;FILLER;ok;00;RPAD(' ',2)
8;;382;3;P1_18_17;P1 18.17;ALPHA;Devise du montant de l'Exposition en cas de D;;FILLER;ok;EUR;RPAD(' ',3)
8;21;385;3;P1_18_18;P1 18.18;ALPHA;Devise d'origine du contrat;;MEDIA;ok;EUR;RPAD(NVL(C_ENR.CD_DEVISE_ORIGINE, ' '),3,' ')
8;;388;50;P1_3_98;P1 3.98;ALPHA;Zone réservée locale;;FILLER;vazio;;RPAD(' ',50)
8;;438;2;P1_21_1;P1 21.1;ALPHA;Indicateur Type de Restructuration;;FILLER;vazio;;RPAD(' ',2)
8;;440;8;P1_21_2;P1 21.2;DATE;Date de Restructuration;;FILLER;ok;20170131 / 20200508;RPAD(' ',8)
8;22;448;1;P1_5_5;P1 5.5;ALPHA;Indicateur Arriéré de paiement;P1 5.5;ALTA;ok;N;NVL(C_ENR.CD_ARR_PAIEMENT,'N')
8;;449;1;P1_4_1;P1 4.1;ALPHA;Indicateur Impayé prudentiel;;FILLER;ok;N / Y;RPAD(' ',1)
8;23;450;1;P1_5_2;P1 5.2;ALPHA;Indicateur Engagement en défaut;P1 5.2;ALTA;ok;N / Y;RPAD(NVL(C_ENR.TOP_ENG_DOUTEUX,' '),1, ' ')
8;;451;8;P1_5_3;P1 5.3;DATE;Date de passage en engagement en défaut;;FILLER;ok;20240715 / 20241203;RPAD(' ',8)
8;;459;1;P1_4_2;P1 4.2;NUM;Montant du solde de compte;;FILLER;vazio;;RPAD(' ',1)
8;;460;16;P1_4_2;P1 4.2;NUM;Montant du solde de compte;;FILLER;vazio;;RPAD(' ',16)
8;;476;2;P1_4_2;P1 4.2;NUM;Montant du solde de compte;P1 4.2;FILLER;vazio;;RPAD(' ',2)
8;;478;3;P1_4_3;P1 4.3;ALPHA;Devise du montant du solde de compte;P1 4.3;FILLER;ok;EUR;RPAD(' ',3)
8;;481;1;P1_4_4;P1 4.4;NUM;Montant du découvert;P1 4.4;FILLER;vazio;;RPAD(' ',1)
8;;482;16;P1_4_4;P1 4.4;NUM;Montant du découvert;;FILLER;vazio;;RPAD(' ',16)
8;;498;2;P1_4_4;P1 4.4;NUM;Montant du découvert;;FILLER;vazio;;RPAD(' ',2)
8;24;500;3;P1_4_5;P1 4.5;ALPHA;Devise du montant du découvert;;MEDIA;vazio;;RPAD(NVL(C_ENR.CD_DEVISE_MNT_DECOUVERT, ' '),3,' ')
8;;503;1;P1_4_9;P1 4.9;NUM;Montant du capital restant dû;P1 4.9;FILLER;incoerente;+;RPAD(' ',1)
8;;504;16;P1_4_9;P1 4.9;NUM;Montant du capital restant dû;;FILLER;ok;0000000000000000 / 0000000000000015;RPAD(' ',16)
8;;520;2;P1_4_9;P1 4.9;NUM;Montant du capital restant dû;;FILLER;ok;00 / 01;RPAD(' ',2)
8;;522;3;P1_4_13;P1 4.13;ALPHA;Devise du montant du capital restant dû;P1 4.13;FILLER;ok;EUR;RPAD(' ',3)
8;25;525;19;P1_4_14;P1 4.14;NUM;Montant des loyers;;MEDIA;ok;+000000000000000100 / +000000000000005814;pack_utilitaire.f_format_montant_bis3(C_ENR.MNT_LOYER)
8;26;544;3;P1_4_15;P1 4.15;ALPHA;Devise d'origine des loyers;;MEDIA;ok;EUR;RPAD(NVL(C_ENR.CD_DEVISE_CRD, ' '), 3,' ')
8;;547;1;P1_4_16;P1 4.16;NUM;Montant du nominal de l'engagement;;FILLER;vazio;;RPAD(' ',1)
8;;548;16;P1_4_16;P1 4.16;NUM;Montant du nominal de l'engagement;;FILLER;vazio;;RPAD(' ',16)
8;;564;2;P1_4_16;P1 4.16;NUM;Montant du nominal de l'engagement;;FILLER;vazio;;RPAD(' ',2)
8;;566;3;P1_4_17;P1 4.17;ALPHA;Devise du nominal de l'engagement;;FILLER;vazio;;RPAD(' ',3)
8;;569;12;P1_4_18;P1 4.18;ALPHA;Zone libre (Ex PCCO du montant demandé);P1 4.18;FILLER;ok;A5171100     / A5231100    ;RPAD(' ',12)
8;;581;1;P1_4_6;P1 4.6;NUM;Montant des intérêts restant dus;;FILLER;incoerente;+;RPAD(' ',1)
8;;582;16;P1_4_6;P1 4.6;NUM;Montant des intérêts restant dus;;FILLER;ok;0000000000000000;RPAD(' ',16)
8;;598;2;P1_4_6;P1 4.6;NUM;Montant des intérêts restant dus;;FILLER;ok;00;RPAD(' ',2)
8;;600;3;P1_4_7;P1 4.7;ALPHA;Devise du montant des intérêts restant dus;;FILLER;ok;EUR;RPAD(' ',3)
8;;603;12;P1_4_19;P1 4.19;ALPHA;Zone libre (Ex PCCO – des intérêts restant du;;FILLER;ok;A5177100     / A5237100    ;RPAD(' ',12)
8;;615;1;P1_4_20;P1 4.20;NUM;Taux facial du prêt fixe;;FILLER;vazio;;RPAD(' ',1)
8;;616;4;P1_4_20;P1 4.20;NUM;Taux facial du prêt fixe;;FILLER;vazio;;RPAD(' ',4)
8;;620;5;P1_4_20;P1 4.20;NUM;Taux facial du prêt fixe;;FILLER;vazio;;RPAD(' ',5)
8;;625;1;P1_4_21;P1 4.21;NUM;Montant de la décote sur actif déprécié à l'a;;FILLER;incoerente;+;RPAD(' ',1)
